ReservacionID,CustomerID,Nombre,Apellido,Correo,Numero,DiaReservacion,HoraReservacion,NAsistentes,Especificaciones,Mesa,Estado,PlataformaReserva,Correp
1885,CUST1420,Katie,Gonzalez,mcooper@example.net,587-540-1755,25-Nov-2025,15:30:00,10,,8,confirmado,En-linea,
1886,CUST283,Derek,Shaw,debra90@example,,10-Oct-2025,10:00 PM,5,,30,Confirmado, sitioweb,
1887,CUST1061,John,Garner,jose75@example.net,4638013307,2025-10-03,19:00,2,,8,Cancelado,Telegono,
1888,CUST1561,Matthew,Brown,nicholas45@example.net,(867) 308-9320,11-30-2025,15:15,3,  ,3,Pendiente,Llamada,
1889,CUST1507,Bruce,Bowman,rodriguezcesar@example.org,(293) 413-7668,16-Nov-2025,07:00 PM,1,,30, Confirmado,telefono,
1890,CUST1620,Andrew,Brown,wilsonjerry@example.com,424-077-3986,2025-12-07,12:30,9,,9,CONFIRMADO,Aplicacion,
1891,CUST1876,Michaela,Brock,darrylhenry@example.net,2261496416,10-22-2025,20:45:00,1,,8, Confirmado,Sitio,
1892,CUST319,John,Collins,sanchezzachary@example.net,(067) 583-5839,11-29-2025,05:15 PM,9,,17,cancelado,Aplicacion,
1893,CUST1327,Denise,Wilson,karennavarro@example.com,428-453-7508,23/11/2025,03:15 PM,4,Human serious even court decade.,11,Cancelado,telefono,
1894,CUST773,Michal,Watson,aarondean@example.net,577-829-8378,10-01-2025,12:45,4,Really test reveal newspaper evening poor.,12,Pendiente ,Telegono,
1895,CUST1492,Michael,Jones,christie82@example.org,755-577-1248,20/10/2025,22:00:00,9,Available among professional hit nor account.,11,Cancelado,Aplicacion-movil,
1896,CUST1133,Juan,martin,sroberts@example.com,,19-Sep-2025,20:00:00,5,,21,Confirmado,telefono,
1897,CUST507,Jeremiah,Garcia,kempjasmine@example.org,3648691568,08/12/2025,16:00:00,5,Keep cause watch in.,12,confirmado,Aplicacion-movil,
1898,CUST283,Michelle,Anderson,ftate@example.org,(360) 843-4461,17-Nov-2025,14:30,9,Traditional exactly visit image.,25,confirmado, sitioweb,
1899,CUST1862,Kimberly,Edwards,marksbrenda@example.org,914-304-9048,01-Dec-2025,10:30 PM,4,Wear similar hear year doctor.,11,Cancelado,Llamada,
1900,CUST1248,Eric,Romero,millerbrian@example.com,338-790-3242,01-Dec-2025,08:45 PM,2,Charge environmental father last degree.,10,Pendiente,En-linea,
1901,CUST373,Lauren,Phelps,barnesbrittany@example.org,8001925210,10-22-2025,18:15:00,1,Suffer accept little quality.,7,CONFIRMADO, sitioweb,
1902,CUST1277,Denise,Soto,wpratt@example.com,166-724-6804,08/11/2025,12:00:00,6,Evening perform over without finish.,22,confirmado,Aplicacion,
1903,CUST813,Gina,Graves,ronald05@example.net,(116) 801-7966,15-Nov-2025,04:15 PM,8,,2, Confirmado,Aplicacion,
1904,CUST1647,Nathan,Garcia,thomas07@example.org,(425) 642-5346,06/10/2025,13:00,9,,12,cancelado, sitioweb,
1905,CUST176,Debbie,Walker,montesgregory@example.org,(181) 445-2032,11-10-2025,12:15 PM,7,  ,14,CONFIRMADO,Aplicacion-movil,
1906,CUST118,Ran,Baldwin,knightemily@example.net,2049076352,11-05-2025,22:30,6,Generation stand enjoy full medical usually.,4,confirmado, sitioweb,
1907,CUST1996,Angelica,Hess,mcclainmark@example.com,812-866-5177,2025-10-30,22:15,2,Religious social bank change.,24, Confirmado,Telegono,
1908,CUST923,Norma,Ramirez,adam68@example.net,(990) 075-1696,2025-12-07,18:30,3,Lawyer stop amount according group.,12,Confirmado,Aplicacion,
1909,CUST946,Jordan,Howell,eevans.com,422-272-7822,05-Dec-2025,13:30,3,  ,21,No-mostar,Telegono,
1910,CUST1470,Chad,Rice,stephanie51@example.org,3852322768,12-07-2025,07:00 PM,5,Newspaper I society force.,29,cancelado,Sitio,
1911,CUST360,Lisa,Johnston,cynthia76@example.org,3482496736,10-03-2025,09:45 PM,9,Candidate line election.,24,No-mostar,Sitio,
1912,CUST559,Stacy,Banks,isimpson@example,352-630-9716,04/12/2025,14:15,2,That my fact soon range.,12,No-mostar,telefono,
1913,CUST1222,Vanessa,Dunn,mccormickchristina@example.net,(503) 868-4799,12-08-2025,20:00:00,9,,26,cancelado,Telegono,
1914,CUST1281,Veronica,Dean,christyperez@example.org,5051292830,12-08-2025,02:45 PM,8,The particular firm.,20,Cancelado,telefono,
1915,CUST1853,Hunter,Williamson,fbray@example.org,(045) 110-0643,08-Oct-2025,16:00,1,  ,14,Pendiente,Telegono,
1916,CUST429,Joshua,Mason,christinamunoz@example.com,,10-23-2025,18:45,6,,24,Pendiente ,En-linea,
1917,CUST1807,Brandon,Hull,cynthia33@example,896-014-1351,2025-10-31,08:15 PM,2,Which ability fire weight.,21,confirmado,En-linea,
1918,CUST1576,Sara,Gutierrez,willisjohn.com,7544881001,01-Dec-2025,12:00 PM,2,,1,Pendiente,Aplicacion-movil,
1919,CUST1178,Timothy,Conway,mwilliams@example.com,(853) 405-1774,06-Oct-2025,06:45 PM,8,Nature three level science record.,27,confirmado, sitioweb,
1920,CUST1773,Joseph,Armstrong,smithruben@example.org,(882) 034-1163,02/11/2025,04:30 PM,2,,8,confirmado,telefono,
1921,CUST1318,Tammy,Daniels,xcalhoun@example.org,491-822-1800,2025-10-19,12:00:00,1,,26,cancelado,telefono,
1922,CUST1542,David,Vargas,gardnerjoseph@example.net,(744) 225-4918,22/11/2025,15:45,2,,7,No-mostar,telefono,
1923,CUST1260,Bobby,Blake,deanchristina@example.org,,29-Oct-2025,07:30 PM,5,Stop they direction account.,23,Cancelado,Aplicacion,
1924,CUST1109,Marilyn,Boyer,nstewart@example.org,7383187647,2025-12-08,16:30,9,None drug learn.,4,No-mostar,Llamada,
1925,CUST1985,Andrew,Gonzalez,michael56@email..com,(615) 667-2129,11-28-2025,14:30:00,2,Be economy imagine plant population.,28,Pendiente, sitioweb,
1926,CUST1600,Kimberly,Taylor,youngmaria@example.org,(657) 324-4033,14/11/2025,04:00 PM,4,Today soon edge.,30,cancelado,Llamada,
1927,CUST1518,Lisa,Rodriguez,whitekaren@example.net,,2025-12-04,22:30:00,10,Wish class responsibility pattern officer beat.,30,confirmado,En-linea,
1928,CUST468,Patricia,Yang,vcarter@example.org,(685) 019-3696,20-Oct-2025,18:00:00,5,,26,CONFIRMADO, sitioweb,
1929,CUST1824,Jonathan,Ward,paul15@example.com,(327) 755-4898,08/10/2025,05:45 PM,2,  ,8,Pendiente,Aplicacion-movil,
1930,CUST1087,Cynthia,Peterson,joshua00@example.com,965-583-9176,11-14-2025,22:00:00,9, Author rest entire out campaign. ,18,CONFIRMADO,Telegono,
1931,CUST179,Joseph,Stewart,brookenguyen@example.com,(843) 304-2866,21/11/2025,18:45,1,  ,1,cancelado,Aplicacion-movil,
1932,CUST65,Crystal,Ramos,sandraprice@example.com,,10-14-2025,18:45:00,5,  ,15,cancelado,telefono,
1933,CUST466,Arthur,Smith,dalevasquez@example.com,(888) 167-8803,21/11/2025,15:15,7,,6,Cancelado,En-linea,
1934,CUST31,Deborah,Bennett,christinabates@email..com,5476396753,11-03-2025,04:45 PM,4,Policy source question have.,26,Confirmado,Telegono,
1935,CUST666,Claire,Ford,johnhart@example.net,194-988-8610,14/11/2025,15:30:00,1,Common bag although base couple.,14,Pendiente ,Aplicacion-movil,
1936,CUST1708,Valerie,Johnson,clarkcory@example.com,7832217333,06/10/2025,16:00,6,Challenge at single finally group environment.,15, Confirmado,Aplicacion-movil,
1937,CUST1247,James,Davis,dharrington@example.com,(053) 326-1726,10-08-2025,06:30 PM,2,Second allow rule result within.,28,No-mostar,Telegono,
1938,CUST739,Sonya,Byrd,paulrobinson@example.com,(011) 406-3764,09-28-2025,06:15 PM,2,,29,Pendiente ,telefono,
1939,CUST622,estiny,weber,crosario@example.net,5866717001,07/11/2025,16:45:00,3,Lead action might.,21,CONFIRMADO,Aplicacion,
1940,CUST475,Daniel,Bender,ythomas@example.com,538-192-6325,2025-09-23,19:30:00,9,Pattern event physical group spring already.,4,confirmado, sitioweb,
1941,CUST1896,James,Baker,torrescindy@example.net,7509231852,19-Oct-2025,08:00 PM,9,Water add risk.,4,cancelado,telefono,
1942,CUST581,Mark,owens,sarahboyle@example.net,(875) 230-6182,11-18-2025,13:00,7,,19,cancelado,Telegono,
1943,CUST922,Dale,Davis,garcialaura@example.org,9788459202,2025-09-21,22:45,2,,21,Pendiente ,Aplicacion-movil,
1944,CUST571,Alison,Potter,mark06@example.com,2209464868,12-07-2025,09:45 PM,5,,28,CONFIRMADO,Llamada,
1945,CUST1215,Michael,Barnes,bbarnett@example.net,950-320-3189,12/09/2025,06:15 PM,4,Energy bill care everything especially among.,25, Confirmado,En-linea,
1946,CUST911,Gabrielle,rangel,meganhaas@example.com,,07/12/2025,16:15,4,Herself though more city.,8,confirmado,Aplicacion,
1947,CUST526,Theresa,Hensley,kwilliams@example.com,(674) 337-9558,06-Dec-2025,18:00,8,,25,Pendiente,Aplicacion,
1948,CUST590,Ryan,taylor,kathleencaldwell@example.org,,30-Oct-2025,15:00:00,6,Blue air after act have.,28,CONFIRMADO,Sitio,
1949,CUST1999,Michael,cunningham,lewisjennifer@example.com,,2025-11-12,09:15 PM,0,,26,cancelado,Sitio,
1950,CUST588,Joseph,Powell,berrycarol@email..com,,30/09/2025,14:30,1,,19,cancelado,En-linea,
1951,CUST113,Michele,Yoder,austin23@example.net,(373) 980-5962,2025-11-25,14:45:00,4,,12,Pendiente,Telegono,
1952,CUST280,Daniel,Dickson,theodorekirk@example.net,,2025-11-17,15:30,8,,21,No-mostar,Sitio,
1953,CUST1911,Aaron,Obrien,christophermartinez@example.org,8562022035,2025-10-18,18:45:00,10,,16, Confirmado,Telegono,
1954,CUST419,Bianca,Roberts,brianjimenez@example.com,,2025-10-29,01:00 PM,1,,8,confirmado,Aplicacion-movil,
1955,CUST144,Aaron,Bennett,rachael51@email..com,,29-Sep-2025,19:15,4,,20,No-mostar,Aplicacion-movil,
1956,CUST590,Astin,Taylor,ashleyparker@example.org,,29-Sep-2025,06:45 PM,8,,1,CONFIRMADO,Aplicacion,
1957,CUST714,Julie,Ford,melissaking@example.com,3426927840,10-08-2025,22:30,8,,1,No-mostar,En-linea,
1958,CUST291,Kimberly,Perez,lindseygibson@example.org,,2025-11-25,16:00,10,,23,Pendiente,Telegono,
1959,CUST415,Sandra,Clark,joe83@example.net,(880) 195-1781,18/10/2025,05:15 PM,7,,28,Confirmado,Sitio,
1960,CUST328,Alexander,Thomas,scottjones@example.net,(893) 337-2226,09-18-2025,12:15,6,,1,CONFIRMADO,Aplicacion,
1961,CUST276,Lori,Jones,josephjohnson@example.com,794-885-2379,2025-09-13,12:00:00,8,Republican ground traditional material.,4,No-mostar,Aplicacion,
1962,CUST372,Sheila,Bass,jenniferwilliams@example.com,,01-Nov-2025,21:15:00,1,Skill month fact difference accept.,15,Pendiente, sitioweb,
1963,CUST1485,Mary,Long,robert50@example.net,2170556695,2025-10-06,07:15 PM,9,,12,confirmado,Llamada,
1964,CUST223,Julia,Brown,webbandrew@example,505-006-0123,23/09/2025,20:15,3,Stuff instead military.,21,No-mostar,Llamada,
1965,CUST1258,Amanda,Payne,stephanie42@example.com,026-744-5189,12-08-2025,21:15:00,10,Success body rather guy.,21,No-mostar,telefono,
1966,CUST763,Christopher,Logan,brendanwilliams@example.com,2894442039,20-Sep-2025,12:00 PM,1,,16,No-mostar,Llamada,
1967,CUST32,Katherine,Blair,christinahernandez@example.net,0888683837,09-16-2025,22:45:00,4,,25,Pendiente ,Llamada,
1968,CUST77,Lisa,Hall,lhoward@example.org,2467054602,15-Oct-2025,19:30:00,3,,22,Pendiente ,Sitio,
1969,CUST1734,Terrence,Buckley,dianahenderson@example.com,,2025-11-17,18:00:00,4,,12,Pendiente , sitioweb,
1970,CUST1311,Douglas,Fisher,johnrojas@example.org,3189316589,09-12-2025,13:30,10,,16,CONFIRMADO,Llamada,
1971,CUST800,Margaret,Strong,josephcannon@example.com,,15-Sep-2025,13:15:00,6,,7,confirmado,Aplicacion,
1972,CUST153,Christopher,King,jamie97@example.org,0544954598,10-26-2025,05:00 PM,4,,4,CONFIRMADO,Aplicacion,
1973,CUST1821,Kevin,Stewart,benjaminwilcox@example.com,(190) 294-2522,2025-10-28,12:30,9,,23, Confirmado,Aplicacion-movil,
1974,CUST210,Heather,Ramos,nancy51@example.net,4252420612,02-Nov-2025,06:00 PM,1,,15, Confirmado,Telegono,
1975,CUST1107,Gregory,Mckinney,william47@example.net,1980641327,22-Nov-2025,12:45:00,7,,19, Confirmado,Telegono,
1976,CUST318,Sara,Franklin,crystal91@example.net,9158761247,12/11/2025,18:30:00,6,,15,Confirmado,telefono,
1977,CUST1429,Douglas,Freeman,bakerbrenda@example.net,(467) 962-6486,03-Nov-2025,21:30,6,These should already family voice anything.,13,Pendiente,Sitio,
1978,CUST1657,Michelle,Moss,cherylsimmons@example.net,(275) 406-2866,10-03-2025,10:15 PM,3,,27,confirmado,Llamada,
1979,CUST991,Timothy,Scott,thouston@example.net,1477483837,10-21-2025,19:00:00,10,,7, Confirmado,Aplicacion,
1980,CUST1243,Am,Miller,jasonwhitaker@example.com,071-804-9557,25/10/2025,01:45 PM,2,  ,10,CONFIRMADO,Sitio,
1981,CUST557,Gregory,Jones,sharpkimberly@.com,8694018096,16-Nov-2025,20:45:00,2, Half young standard do bad. ,7,cancelado, sitioweb,
1982,CUST1059,Jessica,Smith,shepherddaniel@example.org,2586027006,10-24-2025,18:30,8,Control too throw at ability kitchen.,10,CONFIRMADO,Aplicacion-movil,
1983,CUST1418,Michelle,Wagner,whoffman@example,6081151279,09-17-2025,12:00 PM,6,,26,No-mostar,Telegono,
1984,CUST1988,Christina,Marsh,davidgreen@example.com,,10-10-2025,15:00,5,Debate where front beyond.,10,Cancelado,Aplicacion-movil,
1985,CUST1805,Richard,Alvarado,esmith@example.net,(171) 285-8211,29-Nov-2025,22:30,10,Recognize even help bring white.,1,confirmado,En-linea,
1986,CUST736,Jeffrey,Coleman,ryancollins@example.net,6724530809,23-Sep-2025,21:15:00,4,Light study adult.,7,CONFIRMADO, sitioweb,
1987,CUST405,Crai,Campbell,andersonmatthew@example.net,518-668-2298,10-29-2025,08:45 PM,9,Together movement manager.,27,CONFIRMADO,Sitio,
1988,CUST1534,Carlos,cooper,ryanwilson@example.net,245-504-1037,09-23-2025,12:30,3,  ,17,Pendiente, sitioweb,
1989,CUST261,Tom,Taylor,umcclure@example.net,144-590-8383,2025-11-22,21:00:00,4,Perhaps national top sense director degree.,25,CONFIRMADO,En-linea,
1990,CUST859,Cody,Arias,pgarcia@example.org,485-145-1327,10-18-2025,12:45 PM,6,,28,Cancelado,Llamada,
1991,CUST81,Jeremy,Young,kowens@example.org,613-316-1435,2025-11-18,12:15,9, Step husband through source. ,18,CONFIRMADO,En-linea,
1992,CUST15,Kayla,Robinson,amanda85@example.net,(219) 178-0487,2025-10-23,01:45 PM,8,,1,Pendiente ,Aplicacion-movil,
1993,CUST1816,Charles,Murray,pcollins@example.net,103-633-1000,2025-11-21,03:15 PM,5,Fund gun none role floor.,13,cancelado,Llamada,
1994,CUST1677,Kelsey,Smith,fmcdaniel@example.org,4201339257,29-Nov-2025,21:45:00,10,,22,cancelado, sitioweb,
1995,CUST1652,Ashley,Nelson,howardlaura@example.org,026-264-8778,26/10/2025,17:00:00,4,,28,cancelado, sitioweb,
1996,CUST594,Richard,pena,vanessamoore@example.org,1199544605,04/12/2025,20:15:00,2,,6,CONFIRMADO, sitioweb,
1997,CUST488,Ryan,Larson,glawrence@example.org,(592) 176-8297,16-Sep-2025,14:30,2,,25,Pendiente ,Aplicacion-movil,
1998,CUST1922,Jennifer,Shea,dianedominguez@example.org,(013) 029-7783,2025-09-13,12:30,6,Conference knowledge impact.,11,Cancelado,Telegono,
1999,CUST493,Maureen,Henderson,johnsondonna@example.net,4670910437,07-Oct-2025,20:45,7,,30,Confirmado,Llamada,
2000,CUST843,Cheryl,Krueger,david21@example.net,(132) 402-3963,2025-10-11,15:45,8,Type space sea model.,17,No-mostar,telefono,
2001,CUST1819,Angela,Ferguson,matthewgolden@example,(619) 456-9474,2025-11-08,15:15:00,5,Environmental in eight pass.,20, Confirmado,telefono,
2002,CUST935,Leslie,Burgess,averygeorge@example.org,1140465543,07-Nov-2025,20:30:00,10,,6,cancelado,Telegono,
2003,CUST729,Ashley,Larson,harmonsteven@example.net,911-397-6490,12-01-2025,20:45:00,1,,29, Confirmado,Llamada,
2004,CUST1387,Amber,Monroe,patrickcarroll@example.org,(744) 794-0566,2025-11-18,01:00 PM,7,,17,No-mostar,Aplicacion-movil,
2005,CUST1973,Krista,Johnson,sancheznancy@example.com,(530) 459-2666,17-Nov-2025,18:15:00,3,,3, Confirmado,Llamada,
2006,CUST602,Paul,Downs,brittanyross@example.org,3499647988,10-19-2025,15:45,8,Sport rock difficult evening anything voice.,26,cancelado,telefono,
2007,CUST1569,Christopher,Banks,crosskimberly@example.net,,10/10/2025,14:30,10,Sometimes life serious.,23, Confirmado,Aplicacion-movil,
2008,CUST427,Wesley,Gonzalez,jessica37@example.org,,10-30-2025,19:30:00,9,,25,Pendiente, sitioweb,
2009,CUST1950,Wendy,Ford,mcgrathrandy@example.org,(246) 767-5118,10/10/2025,10:00 PM,9,,4, Confirmado, sitioweb,
2010,CUST1074,Seth,Garrison,danieladams@example.net,077-918-5474,2025-11-27,18:30:00,3,Way easy occur set.,11,Cancelado,telefono,
2011,CUST272,Corey,Davis,fowleredward@.com,7071930932,2025-11-30,02:45 PM,4,Bed baby point true.,4,Pendiente,telefono,
2012,CUST174,Christopher,woodard,joseph47@example.com,126-908-7401,07-Nov-2025,20:30,3,Prepare all remember know table place.,13,Cancelado, sitioweb,
2013,CUST664,Mariah,brown,tnavarro@example.org,0913599202,2025-11-07,08:00 PM,9,,13, Confirmado,Sitio,
2014,CUST975,Crystal,James,jesusjames.com,,2025-11-13,07:00 PM,4,Near foreign their.,21,CONFIRMADO,Telegono,
2015,CUST641,Matthew,Parrish,cruztaylor@example.com,,2025-09-16,20:45,7,Total discover source.,6,confirmado,Llamada,
2016,CUST1446,Mary,Reynolds,xrosario@example.org,7668286663,2025-11-01,15:30,4,Although hair newspaper.,16,Confirmado,Sitio,
2017,CUST1994,Steven,Brown,colereed@example.net,(628) 326-3123,2025-10-02,07:30 PM,4,,23,cancelado,Llamada,
2018,CUST767,Benjamin,Simon,kennethmartinez@example.com,,05-Nov-2025,18:00,2,,25,cancelado,Aplicacion,
2019,CUST348,Sean,Dennis,fsalinas.com,(559) 971-3932,2025-11-07,16:45:00,1,,16,No-mostar,Llamada,
2020,CUST692,Andrew,barnes,bcummings@example.net,1760865317,22-Sep-2025,20:45,3,,17,Cancelado,Aplicacion-movil,
2021,CUST1328,Edward,Rivera,osbornechad@example.org,(448) 975-5023,23/10/2025,03:15 PM,7,,2,confirmado,Aplicacion-movil,
2022,CUST1389,Claudia,Good,vortiz@.com,,2025-10-08,01:15 PM,10,,16,cancelado,Llamada,
2023,CUST1355,Jennifer,Cooper,perezgina@example.net,106-577-9531,11-29-2025,21:00,8,,14,Pendiente,Llamada,
2024,CUST936,Keith,Barnes,bonniehoward@example.net,6120774123,11-20-2025,07:15 PM,7,,1, Confirmado,Aplicacion-movil,
2025,CUST1972,Felicia,Edwards,dhines@example.org,,2025-09-22,14:00:00,3, Floor PM involve per. ,27,No-mostar,Sitio,
2026,CUST446,Diane,Sutton,zparrish@example.com,,16/11/2025,14:30:00,6,Ahead newspaper will.,24,Cancelado,Sitio,
2027,CUST924,Jason,Hall,nancy30@example.com,0126344859,2025-11-21,02:15 PM,5,Risk book remember rise.,18,cancelado, sitioweb,
2028,CUST1355,Richard,Meyer,colleenthompson@example.com,2134587787,28/10/2025,08:15 PM,10,My share on crime.,17,Pendiente,Llamada,
2029,CUST613,Brian,Walker,zachary86@example.com,7065637897,24/09/2025,16:00,3,,8,CONFIRMADO,Llamada,
2030,CUST501,Sara,Keller,wilsondaniel@example.net,6744261819,16-Nov-2025,19:45:00,3,Sister poor affect lose.,26, Confirmado,Sitio,
2031,CUST449,heyenne,Mccarty,kennedychristina@example.net,1932376506,26-Oct-2025,09:30 PM,5,Son gas wonder baby.,17,CONFIRMADO,En-linea,
2032,CUST1336,Raymond,Harper,jessicasimon@example.net,528-160-8729,26-Nov-2025,12:30:00,7,Travel everything and present peace policy.,9,cancelado,Sitio,
2033,CUST1884,Larry,Lewis,john64@example.org,,09/10/2025,04:45 PM,1,,2,Pendiente,Aplicacion-movil,
2034,CUST752,Joseph,Villegas,garrettwest@.com,839-512-1506,10-22-2025,22:45,10,Still factor like.,25,No-mostar, sitioweb,
2035,CUST1148,David,Pugh,ecampbell@example.net,700-586-7729,11-30-2025,18:30,7,  ,5,cancelado,Aplicacion-movil,
2036,CUST106,Shannon,mckinney,jacob61@example.com,7724374060,03-Oct-2025,14:00:00,4,,17,Confirmado,Telegono,
2037,CUST31,Maureen,Phillips,zwilliams@example.net,(469) 762-2205,10-05-2025,19:15,10,,29,confirmado,Llamada,
2038,CUST1089,Pamela,Powell,oolson@.com,(086) 685-6218,10-22-2025,12:45,1,,18,No-mostar,Aplicacion-movil,
2039,CUST541,Angela,Henry,julian89@example.com,(670) 697-3811,09/11/2025,16:45,1, Movement paper imagine hair especially action. ,3,CONFIRMADO,En-linea,
2040,CUST1228,Daniel,Brown,pcook@example.net,(357) 830-6560,28-Nov-2025,20:30:00,7,,28,Pendiente , sitioweb,
2041,CUST144,Anita,Rodriguez,christopher08@example.com,(557) 464-4452,11-15-2025,22:30:00,3,Responsibility law front goal.,12,Pendiente ,Aplicacion-movil,
2042,CUST1029,Julia,bennett,denise44@example.com,8869751814,04-Dec-2025,10:30 PM,7,,16,CONFIRMADO,Sitio,
2043,CUST926,na,Underwood,ecarter@example.net,314-150-7062,25/10/2025,21:30,2,,30,No-mostar,En-linea,
2044,CUST1983,Alexander,Skinner,psanchez@example.com,8728068700,15-Oct-2025,13:30:00,9,Air whom serve soldier mention.,16, Confirmado,Llamada,
2045,CUST453,Charles,Barton,ecarter@example.net,6752327280,02-Dec-2025,03:00 PM,7,Recently always film everything.,30,No-mostar,Llamada,
2046,CUST1323,Karla,Robinson,cruzjason@example.org,2958109559,2025-10-07,18:00:00,5,,28, Confirmado, sitioweb,
2047,CUST1704,Megan,Richards,ogay@example.org,8497728030,07/10/2025,13:15:00,10,Lead suggest final under main.,2,Pendiente , sitioweb,
2048,CUST331,Jody,Cochran,hartjeffrey@example.net,767-800-0860,2025-09-27,12:45 PM,2,,13,cancelado,Telegono,
2049,CUST476,Michael,Nixon,cynthia61@example.org,,24-Oct-2025,19:45,3,,8,confirmado,Aplicacion-movil,
2050,CUST1242,Alicia,Hartman,alexandermosley@example.com,6842994509,2025-11-07,04:00 PM,3,,18,No-mostar,Aplicacion,
2051,CUST1730,Pamela,Moyer,timothy50@example.org,7063772096,11-21-2025,12:30,3,,29,confirmado,Aplicacion,
2052,CUST356,Tommy,Chang,lgonzalez@example.org,435-534-0593,28/11/2025,16:15:00,7,Church other minute medical discussion minute.,27,Pendiente,telefono,
2053,CUST752,Christopher,neal,paul15@example.net,5529784722,11-Oct-2025,04:45 PM,1, Senior require actually wide may. ,29,Pendiente,En-linea,
2054,CUST389,Gina,Cox,emily41@example.org,7916327955,2025-12-06,20:45,99,,16,Cancelado,telefono,
2055,CUST1086,Paul,Scott,iharrison@example.net,(903) 677-5988,10-24-2025,06:45 PM,4,  ,29,CONFIRMADO,telefono,
2056,CUST72,Timothy,Conley,tgonzales@example.net,(950) 913-9864,2025-11-02,12:00 PM,8,Mother health note player us including.,5,CONFIRMADO,Llamada,
2057,CUST611,Lisa,Hubbard,nancyrodriguez@example.org,0252048631,10-Sep-2025,12:15 PM,1,,28,confirmado,Sitio,
2058,CUST986,James,Morris,colemanamber@example.net,5782996706,13-Oct-2025,02:45 PM,10,Life spring anything someone.,15,confirmado, sitioweb,
2059,CUST1690,Sandra,Wright,whiteashlee@example.net,489-293-5296,2025-11-13,02:00 PM,5,  ,15,Pendiente,Sitio,
2060,CUST371,Nicholas,Carpenter,richardtyler@.com,7752942541,13/11/2025,21:15:00,7,,19,Cancelado,Telegono,
2061,CUST768,Ernest,Brooks,torresmelinda@example.com,9511275029,26-Sep-2025,07:30 PM,9,,1,cancelado,Aplicacion-movil,
2062,CUST223,Andrew,Dodson,hcarroll@example,8620139660,2025-09-12,17:30:00,2,,9,Confirmado,telefono,
2063,CUST37,Maxwell,Allen,willisshannon@example.com,1187258564,2025-09-25,15:00:00,9, Start unit weight along time. ,14,Pendiente ,En-linea,
2064,CUST817,Kevin,Dean,pdavis@example.com,1666980638,2025-11-09,22:15:00,8,Wonder above face.,1, Confirmado,En-linea,
2065,CUST773,Edward,Williams,hwilliams@example.net,,2025-11-09,20:00,7,,3,Cancelado, sitioweb,
2066,CUST126,Jeffrey,Stephens,luis59@example.org,,11-15-2025,03:30 PM,5,Worry involve fear.,26, Confirmado, sitioweb,
2067,CUST935,Melissa,Weiss,awelch@example.com,(329) 598-1078,10-13-2025,12:00,5,,12,Pendiente ,En-linea,
2068,CUST344,Jessica,Dunlap,jonesalyssa@email..com,2911573670,03/12/2025,16:30:00,7,  ,5,Confirmado,telefono,
2069,CUST327,Paul,Knight,agoodman.com,8488050613,08-Nov-2025,22:30,4,,20,confirmado,Aplicacion,
2070,CUST768,Derek,Boyd,flynnleonard@example.com,,10-19-2025,16:00:00,8,Democrat rather man approach.,12,Pendiente ,Llamada,
2071,CUST1054,arah,Murray,danielwright@example.org,(338) 159-1867,29/10/2025,07:00 PM,9,Cover almost structure.,27,Confirmado, sitioweb,
2072,CUST1932,Johnny,Holloway,dan41@example.com,636-072-9829,28/09/2025,22:15:00,2,Woman interesting eight husband.,21, Confirmado,Llamada,
2073,CUST730,Danielle,Lewis,christinapeters@example.org,(792) 570-2216,13-Sep-2025,17:45,8,,30,confirmado,Telegono,
2074,CUST1011,Xavier,Horn,fandrews@example.net,,25/10/2025,10:15 PM,4,,22,Pendiente, sitioweb,
2075,CUST781,Benjamin,Williams,bphelps@example.org,(872) 666-3190,10-10-2025,17:00:00,7,,15, Confirmado,Llamada,
2076,CUST1942,Christina,Mccullough,guerreroshelly@example.net,0536097351,09-22-2025,12:30:00,1,,20,Confirmado,Sitio,
2077,CUST768,Elizabeth,Blake,eosborn@example.org,659-959-8480,2025-12-05,19:30:00,3,,4,No-mostar, sitioweb,
2078,CUST1436,Lauren,Barber,gabriel69@example.com,8623214994,2025-09-18,21:30:00,100,Fund rather happen should poor bag.,23,Pendiente,Sitio,
2079,CUST818,Brittany,Taylor,danielssusan@example.org,(380) 781-2680,03/10/2025,22:15,5,,17,CONFIRMADO,Sitio,
2080,CUST1827,Roy,Castaneda,cervantesjason@example.org,(727) 471-6160,11-12-2025,01:15 PM,9, Perform rock significant father. ,15,cancelado,Aplicacion-movil,
2081,CUST1961,James,Stuart,uford@example.net,9574374830,2025-10-29,05:30 PM,6,,16,No-mostar, sitioweb,
2082,CUST1119,Andrew,Mccarthy,amberjames@example.net,4469875714,20/10/2025,19:15,1,,13,cancelado,En-linea,
2083,CUST715,Elizabeth,Howard,thomaslozano@example.org,(474) 615-8323,2025-11-13,10:45 PM,2,,27,No-mostar,Llamada,
2084,CUST233,Kyle,Page,ruizdaniel@example.net,958-730-9551,08/12/2025,15:00:00,8,,22,Pendiente,telefono,
2085,CUST1931,Dylan,Mcneil,rachelmercado@example.com,2507381441,2025-10-06,15:00,6,Employee point add.,16,Pendiente,Telegono,
2086,CUST1132,Drew,Gregory,alvaradotina@example.com,1775709121,02/10/2025,15:15,7,Home morning risk throw.,24,Pendiente,Llamada,
